C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_45_896.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_45_896.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_45_896.jpg, 0, 0, 0, 4.927143E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_45_997.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_45_997.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_45_997.jpg, 0, 0, 0, 4.915305E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_100.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_100.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_100.jpg, 0, 0, 0, 5.007209E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_200.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_200.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_200.jpg, 0, 0, 0, 5.009224E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_302.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_302.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_302.jpg, 0, 0, 0, 4.893026E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_401.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_401.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_401.jpg, 0, 0, 0, 5.125082E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_503.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_503.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_503.jpg, 0, 0, 0, 4.903979E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_605.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_605.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_605.jpg, 0, 0, 0, 4.913103E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_709.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_709.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_709.jpg, 0, 0, 0, 5.35018E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_812.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_812.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_812.jpg, 0, 0, 0, 4.917078E-05
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_46_915.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_46_915.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_46_915.jpg, 0, 0.0766908, 0, 0.02070993
C:\Users\karti\Desktop\self driving car\Data\IMG\center_2024_08_18_16_11_47_019.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\left_2024_08_18_16_11_47_019.jpg, C:\Users\karti\Desktop\self driving car\Data\IMG\right_2024_08_18_16_11_47_019.jpg, -0.2737812, 0.3833124, 0, 0.317629
